subject,prefix,label,trial,trial_num,ambient,split_mode1,valid,csi_exists,proxy13_exists,full33_exists,csi_path,proxy13_path,full33_path
ajh,AJH,standing_still,t013,13,aircon,test,True,True,True,True,csi_to_pose_ajh/csi/safe/posture/standing_still/AJH/AJH_standing_still_t013.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/standing_still/AJH/AJH_standing_still_t013_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/standing_still/AJH/AJH_standing_still_t013_full33.csv
ajh,AJH,standing_still,t014,14,tv,train,True,True,True,True,csi_to_pose_ajh/csi/safe/posture/standing_still/AJH/AJH_standing_still_t014.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/standing_still/AJH/AJH_standing_still_t014_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/standing_still/AJH/AJH_standing_still_t014_full33.csv
ajh,AJH,standing_still,t015,15,tv,train,True,True,True,True,csi_to_pose_ajh/csi/safe/posture/standing_still/AJH/AJH_standing_still_t015.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/standing_still/AJH/AJH_standing_still_t015_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/standing_still/AJH/AJH_standing_still_t015_full33.csv
ajh,AJH,standing_still,t016,16,tv,train,True,True,True,True,csi_to_pose_ajh/csi/safe/posture/standing_still/AJH/AJH_standing_still_t016.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/standing_still/AJH/AJH_standing_still_t016_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/standing_still/AJH/AJH_standing_still_t016_full33.csv
ajh,AJH,standing_still,t017,17,tv,train,True,True,True,True,csi_to_pose_ajh/csi/safe/posture/standing_still/AJH/AJH_standing_still_t017.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/standing_still/AJH/AJH_standing_still_t017_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/standing_still/AJH/AJH_standing_still_t017_full33.csv
ajh,AJH,standing_still,t018,18,tv,val,True,True,True,True,csi_to_pose_ajh/csi/safe/posture/standing_still/AJH/AJH_standing_still_t018.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/standing_still/AJH/AJH_standing_still_t018_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/standing_still/AJH/AJH_standing_still_t018_full33.csv
ajh,AJH,standing_still,t019,19,tv,test,True,True,True,True,csi_to_pose_ajh/csi/safe/posture/standing_still/AJH/AJH_standing_still_t019.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/standing_still/AJH/AJH_standing_still_t019_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/standing_still/AJH/AJH_standing_still_t019_full33.csv
ajh,AJH,standing_still,t020,20,music,train,True,True,True,True,csi_to_pose_ajh/csi/safe/posture/standing_still/AJH/AJH_standing_still_t020.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/standing_still/AJH/AJH_standing_still_t020_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/standing_still/AJH/AJH_standing_still_t020_full33.csv
ajh,AJH,standing_still,t021,21,music,train,True,True,True,True,csi_to_pose_ajh/csi/safe/posture/standing_still/AJH/AJH_standing_still_t021.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/standing_still/AJH/AJH_standing_still_t021_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/standing_still/AJH/AJH_standing_still_t021_full33.csv
ajh,AJH,standing_still,t022,22,music,train,True,True,True,True,csi_to_pose_ajh/csi/safe/posture/standing_still/AJH/AJH_standing_still_t022.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/standing_still/AJH/AJH_standing_still_t022_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/standing_still/AJH/AJH_standing_still_t022_full33.csv
ajh,AJH,standing_still,t023,23,music,train,True,True,True,True,csi_to_pose_ajh/csi/safe/posture/standing_still/AJH/AJH_standing_still_t023.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/standing_still/AJH/AJH_standing_still_t023_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/standing_still/AJH/AJH_standing_still_t023_full33.csv
ajh,AJH,standing_still,t024,24,music,val,True,True,True,True,csi_to_pose_ajh/csi/safe/posture/standing_still/AJH/AJH_standing_still_t024.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/standing_still/AJH/AJH_standing_still_t024_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/standing_still/AJH/AJH_standing_still_t024_full33.csv
ajh,AJH,standing_still,t025,25,music,test,True,True,True,True,csi_to_pose_ajh/csi/safe/posture/standing_still/AJH/AJH_standing_still_t025.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/standing_still/AJH/AJH_standing_still_t025_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/standing_still/AJH/AJH_standing_still_t025_full33.csv
ajh,AJH,sitting_still,t001,1,quiet,train,True,True,True,True,csi_to_pose_ajh/csi/safe/posture/sitting_still/AJH/AJH_sitting_still_t001.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/sitting_still/AJH/AJH_sitting_still_t001_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/sitting_still/AJH/AJH_sitting_still_t001_full33.csv
ajh,AJH,sitting_still,t002,2,quiet,train,True,True,True,True,csi_to_pose_ajh/csi/safe/posture/sitting_still/AJH/AJH_sitting_still_t002.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/sitting_still/AJH/AJH_sitting_still_t002_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/sitting_still/AJH/AJH_sitting_still_t002_full33.csv
ajh,AJH,sitting_still,t003,3,quiet,train,True,True,True,True,csi_to_pose_ajh/csi/safe/posture/sitting_still/AJH/AJH_sitting_still_t003.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/sitting_still/AJH/AJH_sitting_still_t003_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/sitting_still/AJH/AJH_sitting_still_t003_full33.csv
ajh,AJH,sitting_still,t004,4,quiet,train,True,True,True,True,csi_to_pose_ajh/csi/safe/posture/sitting_still/AJH/AJH_sitting_still_t004.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/sitting_still/AJH/AJH_sitting_still_t004_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/sitting_still/AJH/AJH_sitting_still_t004_full33.csv
ajh,AJH,sitting_still,t005,5,quiet,train,True,True,True,True,csi_to_pose_ajh/csi/safe/posture/sitting_still/AJH/AJH_sitting_still_t005.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/sitting_still/AJH/AJH_sitting_still_t005_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/sitting_still/AJH/AJH_sitting_still_t005_full33.csv
ajh,AJH,sitting_still,t006,6,quiet,val,True,True,True,True,csi_to_pose_ajh/csi/safe/posture/sitting_still/AJH/AJH_sitting_still_t006.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/sitting_still/AJH/AJH_sitting_still_t006_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/sitting_still/AJH/AJH_sitting_still_t006_full33.csv
ajh,AJH,sitting_still,t007,7,quiet,test,True,True,True,True,csi_to_pose_ajh/csi/safe/posture/sitting_still/AJH/AJH_sitting_still_t007.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/sitting_still/AJH/AJH_sitting_still_t007_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/sitting_still/AJH/AJH_sitting_still_t007_full33.csv
ajh,AJH,sitting_still,t008,8,aircon,train,True,True,True,True,csi_to_pose_ajh/csi/safe/posture/sitting_still/AJH/AJH_sitting_still_t008.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/sitting_still/AJH/AJH_sitting_still_t008_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/sitting_still/AJH/AJH_sitting_still_t008_full33.csv
ajh,AJH,sitting_still,t009,9,aircon,train,True,True,True,True,csi_to_pose_ajh/csi/safe/posture/sitting_still/AJH/AJH_sitting_still_t009.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/sitting_still/AJH/AJH_sitting_still_t009_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/sitting_still/AJH/AJH_sitting_still_t009_full33.csv
ajh,AJH,sitting_still,t010,10,aircon,train,True,True,True,True,csi_to_pose_ajh/csi/safe/posture/sitting_still/AJH/AJH_sitting_still_t010.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/sitting_still/AJH/AJH_sitting_still_t010_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/sitting_still/AJH/AJH_sitting_still_t010_full33.csv
ajh,AJH,sitting_still,t011,11,aircon,train,True,True,True,True,csi_to_pose_ajh/csi/safe/posture/sitting_still/AJH/AJH_sitting_still_t011.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/sitting_still/AJH/AJH_sitting_still_t011_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/sitting_still/AJH/AJH_sitting_still_t011_full33.csv
ajh,AJH,sitting_still,t012,12,aircon,val,True,True,True,True,csi_to_pose_ajh/csi/safe/posture/sitting_still/AJH/AJH_sitting_still_t012.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/sitting_still/AJH/AJH_sitting_still_t012_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/sitting_still/AJH/AJH_sitting_still_t012_full33.csv
ajh,AJH,sitting_still,t013,13,aircon,test,True,True,True,True,csi_to_pose_ajh/csi/safe/posture/sitting_still/AJH/AJH_sitting_still_t013.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/sitting_still/AJH/AJH_sitting_still_t013_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/sitting_still/AJH/AJH_sitting_still_t013_full33.csv
ajh,AJH,sitting_still,t014,14,tv,train,True,True,True,True,csi_to_pose_ajh/csi/safe/posture/sitting_still/AJH/AJH_sitting_still_t014.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/sitting_still/AJH/AJH_sitting_still_t014_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/sitting_still/AJH/AJH_sitting_still_t014_full33.csv
ajh,AJH,sitting_still,t015,15,tv,train,True,True,True,True,csi_to_pose_ajh/csi/safe/posture/sitting_still/AJH/AJH_sitting_still_t015.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/sitting_still/AJH/AJH_sitting_still_t015_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/sitting_still/AJH/AJH_sitting_still_t015_full33.csv
ajh,AJH,sitting_still,t016,16,tv,train,True,True,True,True,csi_to_pose_ajh/csi/safe/posture/sitting_still/AJH/AJH_sitting_still_t016.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/sitting_still/AJH/AJH_sitting_still_t016_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/sitting_still/AJH/AJH_sitting_still_t016_full33.csv
ajh,AJH,sitting_still,t017,17,tv,train,True,True,True,True,csi_to_pose_ajh/csi/safe/posture/sitting_still/AJH/AJH_sitting_still_t017.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/sitting_still/AJH/AJH_sitting_still_t017_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/sitting_still/AJH/AJH_sitting_still_t017_full33.csv
ajh,AJH,sitting_still,t018,18,tv,val,True,True,True,True,csi_to_pose_ajh/csi/safe/posture/sitting_still/AJH/AJH_sitting_still_t018.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/sitting_still/AJH/AJH_sitting_still_t018_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/sitting_still/AJH/AJH_sitting_still_t018_full33.csv
ajh,AJH,sitting_still,t019,19,tv,test,True,True,True,True,csi_to_pose_ajh/csi/safe/posture/sitting_still/AJH/AJH_sitting_still_t019.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/sitting_still/AJH/AJH_sitting_still_t019_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/sitting_still/AJH/AJH_sitting_still_t019_full33.csv
ajh,AJH,sitting_still,t020,20,music,train,True,True,True,True,csi_to_pose_ajh/csi/safe/posture/sitting_still/AJH/AJH_sitting_still_t020.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/sitting_still/AJH/AJH_sitting_still_t020_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/sitting_still/AJH/AJH_sitting_still_t020_full33.csv
ajh,AJH,sitting_still,t021,21,music,train,True,True,True,True,csi_to_pose_ajh/csi/safe/posture/sitting_still/AJH/AJH_sitting_still_t021.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/sitting_still/AJH/AJH_sitting_still_t021_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/sitting_still/AJH/AJH_sitting_still_t021_full33.csv
ajh,AJH,sitting_still,t022,22,music,train,True,True,True,True,csi_to_pose_ajh/csi/safe/posture/sitting_still/AJH/AJH_sitting_still_t022.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/sitting_still/AJH/AJH_sitting_still_t022_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/sitting_still/AJH/AJH_sitting_still_t022_full33.csv
ajh,AJH,sitting_still,t023,23,music,train,True,True,True,True,csi_to_pose_ajh/csi/safe/posture/sitting_still/AJH/AJH_sitting_still_t023.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/sitting_still/AJH/AJH_sitting_still_t023_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/sitting_still/AJH/AJH_sitting_still_t023_full33.csv
ajh,AJH,sitting_still,t024,24,music,val,True,True,True,True,csi_to_pose_ajh/csi/safe/posture/sitting_still/AJH/AJH_sitting_still_t024.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/sitting_still/AJH/AJH_sitting_still_t024_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/sitting_still/AJH/AJH_sitting_still_t024_full33.csv
ajh,AJH,sitting_still,t025,25,music,test,True,True,True,True,csi_to_pose_ajh/csi/safe/posture/sitting_still/AJH/AJH_sitting_still_t025.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/sitting_still/AJH/AJH_sitting_still_t025_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/sitting_still/AJH/AJH_sitting_still_t025_full33.csv
ajh,AJH,lying_still,t001,1,quiet,train,True,True,True,True,csi_to_pose_ajh/csi/safe/posture/lying_still/AJH/AJH_lying_still_t001.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/lying_still/AJH/AJH_lying_still_t001_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/lying_still/AJH/AJH_lying_still_t001_full33.csv
ajh,AJH,lying_still,t002,2,quiet,train,True,True,True,True,csi_to_pose_ajh/csi/safe/posture/lying_still/AJH/AJH_lying_still_t002.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/lying_still/AJH/AJH_lying_still_t002_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/lying_still/AJH/AJH_lying_still_t002_full33.csv
ajh,AJH,lying_still,t003,3,quiet,train,True,True,True,True,csi_to_pose_ajh/csi/safe/posture/lying_still/AJH/AJH_lying_still_t003.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/lying_still/AJH/AJH_lying_still_t003_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/lying_still/AJH/AJH_lying_still_t003_full33.csv
ajh,AJH,lying_still,t004,4,quiet,train,True,True,True,True,csi_to_pose_ajh/csi/safe/posture/lying_still/AJH/AJH_lying_still_t004.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/lying_still/AJH/AJH_lying_still_t004_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/lying_still/AJH/AJH_lying_still_t004_full33.csv
ajh,AJH,lying_still,t005,5,quiet,train,True,True,True,True,csi_to_pose_ajh/csi/safe/posture/lying_still/AJH/AJH_lying_still_t005.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/lying_still/AJH/AJH_lying_still_t005_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/lying_still/AJH/AJH_lying_still_t005_full33.csv
ajh,AJH,lying_still,t006,6,quiet,val,True,True,True,True,csi_to_pose_ajh/csi/safe/posture/lying_still/AJH/AJH_lying_still_t006.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/lying_still/AJH/AJH_lying_still_t006_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/lying_still/AJH/AJH_lying_still_t006_full33.csv
ajh,AJH,lying_still,t007,7,quiet,test,True,True,True,True,csi_to_pose_ajh/csi/safe/posture/lying_still/AJH/AJH_lying_still_t007.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/lying_still/AJH/AJH_lying_still_t007_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/lying_still/AJH/AJH_lying_still_t007_full33.csv
ajh,AJH,lying_still,t008,8,aircon,train,True,True,True,True,csi_to_pose_ajh/csi/safe/posture/lying_still/AJH/AJH_lying_still_t008.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/lying_still/AJH/AJH_lying_still_t008_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/lying_still/AJH/AJH_lying_still_t008_full33.csv
ajh,AJH,lying_still,t009,9,aircon,train,True,True,True,True,csi_to_pose_ajh/csi/safe/posture/lying_still/AJH/AJH_lying_still_t009.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/lying_still/AJH/AJH_lying_still_t009_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/lying_still/AJH/AJH_lying_still_t009_full33.csv
ajh,AJH,lying_still,t010,10,aircon,train,True,True,True,True,csi_to_pose_ajh/csi/safe/posture/lying_still/AJH/AJH_lying_still_t010.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/lying_still/AJH/AJH_lying_still_t010_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/lying_still/AJH/AJH_lying_still_t010_full33.csv
ajh,AJH,lying_still,t011,11,aircon,train,True,True,True,True,csi_to_pose_ajh/csi/safe/posture/lying_still/AJH/AJH_lying_still_t011.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/lying_still/AJH/AJH_lying_still_t011_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/lying_still/AJH/AJH_lying_still_t011_full33.csv
ajh,AJH,lying_still,t012,12,aircon,val,True,True,True,True,csi_to_pose_ajh/csi/safe/posture/lying_still/AJH/AJH_lying_still_t012.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/lying_still/AJH/AJH_lying_still_t012_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/lying_still/AJH/AJH_lying_still_t012_full33.csv
ajh,AJH,lying_still,t013,13,aircon,test,True,True,True,True,csi_to_pose_ajh/csi/safe/posture/lying_still/AJH/AJH_lying_still_t013.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/lying_still/AJH/AJH_lying_still_t013_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/lying_still/AJH/AJH_lying_still_t013_full33.csv
ajh,AJH,lying_still,t014,14,tv,train,True,True,True,True,csi_to_pose_ajh/csi/safe/posture/lying_still/AJH/AJH_lying_still_t014.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/lying_still/AJH/AJH_lying_still_t014_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/lying_still/AJH/AJH_lying_still_t014_full33.csv
ajh,AJH,lying_still,t015,15,tv,train,True,True,True,True,csi_to_pose_ajh/csi/safe/posture/lying_still/AJH/AJH_lying_still_t015.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/lying_still/AJH/AJH_lying_still_t015_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/lying_still/AJH/AJH_lying_still_t015_full33.csv
ajh,AJH,lying_still,t016,16,tv,train,True,True,True,True,csi_to_pose_ajh/csi/safe/posture/lying_still/AJH/AJH_lying_still_t016.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/lying_still/AJH/AJH_lying_still_t016_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/lying_still/AJH/AJH_lying_still_t016_full33.csv
ajh,AJH,lying_still,t017,17,tv,train,True,True,True,True,csi_to_pose_ajh/csi/safe/posture/lying_still/AJH/AJH_lying_still_t017.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/lying_still/AJH/AJH_lying_still_t017_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/lying_still/AJH/AJH_lying_still_t017_full33.csv
ajh,AJH,lying_still,t018,18,tv,val,True,True,True,True,csi_to_pose_ajh/csi/safe/posture/lying_still/AJH/AJH_lying_still_t018.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/lying_still/AJH/AJH_lying_still_t018_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/lying_still/AJH/AJH_lying_still_t018_full33.csv
ajh,AJH,lying_still,t019,19,tv,test,True,True,True,True,csi_to_pose_ajh/csi/safe/posture/lying_still/AJH/AJH_lying_still_t019.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/lying_still/AJH/AJH_lying_still_t019_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/lying_still/AJH/AJH_lying_still_t019_full33.csv
ajh,AJH,lying_still,t020,20,music,train,True,True,True,True,csi_to_pose_ajh/csi/safe/posture/lying_still/AJH/AJH_lying_still_t020.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/lying_still/AJH/AJH_lying_still_t020_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/lying_still/AJH/AJH_lying_still_t020_full33.csv
ajh,AJH,lying_still,t021,21,music,train,True,True,True,True,csi_to_pose_ajh/csi/safe/posture/lying_still/AJH/AJH_lying_still_t021.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/lying_still/AJH/AJH_lying_still_t021_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/lying_still/AJH/AJH_lying_still_t021_full33.csv
ajh,AJH,lying_still,t022,22,music,train,True,True,True,True,csi_to_pose_ajh/csi/safe/posture/lying_still/AJH/AJH_lying_still_t022.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/lying_still/AJH/AJH_lying_still_t022_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/lying_still/AJH/AJH_lying_still_t022_full33.csv
ajh,AJH,lying_still,t023,23,music,train,True,True,True,True,csi_to_pose_ajh/csi/safe/posture/lying_still/AJH/AJH_lying_still_t023.csv,csi_to_pose_ajh/pose_gt_world/proxy_13/lying_still/AJH/AJH_lying_still_t023_proxy13.csv,csi_to_pose_ajh/pose_gt_world/full_33_landmarks/lying_still/AJH/AJH_lying_still_t023_full33.csv
