trial_id,subject,environment,task,class_id,scenario_id,detail_label,risk,risk_id,gt_schema,n_alive,time_method,csi,gt_pose,original_video
yja_E02_D02_t001,yja,E02,pose_and_action,13,D02,fall_while_walking,danger,2,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/danger/D02_fall_while_walking/yja_E02_D02_t001/csi.csv,data/pose_and_action/yja/E02/danger/D02_fall_while_walking/yja_E02_D02_t001/gt_pose.npz,data/pose_and_action/yja/E02/danger/D02_fall_while_walking/yja_E02_D02_t001/original_video.mp4
yja_E02_D02_t002,yja,E02,pose_and_action,13,D02,fall_while_walking,danger,2,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/danger/D02_fall_while_walking/yja_E02_D02_t002/csi.csv,data/pose_and_action/yja/E02/danger/D02_fall_while_walking/yja_E02_D02_t002/gt_pose.npz,data/pose_and_action/yja/E02/danger/D02_fall_while_walking/yja_E02_D02_t002/original_video.mp4
yja_E02_D02_t003,yja,E02,pose_and_action,13,D02,fall_while_walking,danger,2,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/danger/D02_fall_while_walking/yja_E02_D02_t003/csi.csv,data/pose_and_action/yja/E02/danger/D02_fall_while_walking/yja_E02_D02_t003/gt_pose.npz,data/pose_and_action/yja/E02/danger/D02_fall_while_walking/yja_E02_D02_t003/original_video.mp4
yja_E02_D02_t004,yja,E02,pose_and_action,13,D02,fall_while_walking,danger,2,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/danger/D02_fall_while_walking/yja_E02_D02_t004/csi.csv,data/pose_and_action/yja/E02/danger/D02_fall_while_walking/yja_E02_D02_t004/gt_pose.npz,data/pose_and_action/yja/E02/danger/D02_fall_while_walking/yja_E02_D02_t004/original_video.mp4
yja_E02_D02_t005,yja,E02,pose_and_action,13,D02,fall_while_walking,danger,2,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/danger/D02_fall_while_walking/yja_E02_D02_t005/csi.csv,data/pose_and_action/yja/E02/danger/D02_fall_while_walking/yja_E02_D02_t005/gt_pose.npz,data/pose_and_action/yja/E02/danger/D02_fall_while_walking/yja_E02_D02_t005/original_video.mp4
yja_E02_D02_t006,yja,E02,pose_and_action,13,D02,fall_while_walking,danger,2,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/danger/D02_fall_while_walking/yja_E02_D02_t006/csi.csv,data/pose_and_action/yja/E02/danger/D02_fall_while_walking/yja_E02_D02_t006/gt_pose.npz,data/pose_and_action/yja/E02/danger/D02_fall_while_walking/yja_E02_D02_t006/original_video.mp4
yja_E02_D02_t007,yja,E02,pose_and_action,13,D02,fall_while_walking,danger,2,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/danger/D02_fall_while_walking/yja_E02_D02_t007/csi.csv,data/pose_and_action/yja/E02/danger/D02_fall_while_walking/yja_E02_D02_t007/gt_pose.npz,data/pose_and_action/yja/E02/danger/D02_fall_while_walking/yja_E02_D02_t007/original_video.mp4
yja_E02_D02_t008,yja,E02,pose_and_action,13,D02,fall_while_walking,danger,2,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/danger/D02_fall_while_walking/yja_E02_D02_t008/csi.csv,data/pose_and_action/yja/E02/danger/D02_fall_while_walking/yja_E02_D02_t008/gt_pose.npz,data/pose_and_action/yja/E02/danger/D02_fall_while_walking/yja_E02_D02_t008/original_video.mp4
yja_E02_D02_t009,yja,E02,pose_and_action,13,D02,fall_while_walking,danger,2,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/danger/D02_fall_while_walking/yja_E02_D02_t009/csi.csv,data/pose_and_action/yja/E02/danger/D02_fall_while_walking/yja_E02_D02_t009/gt_pose.npz,data/pose_and_action/yja/E02/danger/D02_fall_while_walking/yja_E02_D02_t009/original_video.mp4
yja_E02_D02_t010,yja,E02,pose_and_action,13,D02,fall_while_walking,danger,2,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/danger/D02_fall_while_walking/yja_E02_D02_t010/csi.csv,data/pose_and_action/yja/E02/danger/D02_fall_while_walking/yja_E02_D02_t010/gt_pose.npz,data/pose_and_action/yja/E02/danger/D02_fall_while_walking/yja_E02_D02_t010/original_video.mp4
yja_E02_D03_t001,yja,E02,pose_and_action,14,D03,bed_exit_fall,danger,2,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/danger/D03_bed_exit_fall/yja_E02_D03_t001/csi.csv,data/pose_and_action/yja/E02/danger/D03_bed_exit_fall/yja_E02_D03_t001/gt_pose.npz,data/pose_and_action/yja/E02/danger/D03_bed_exit_fall/yja_E02_D03_t001/original_video.mp4
yja_E02_D03_t002,yja,E02,pose_and_action,14,D03,bed_exit_fall,danger,2,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/danger/D03_bed_exit_fall/yja_E02_D03_t002/csi.csv,data/pose_and_action/yja/E02/danger/D03_bed_exit_fall/yja_E02_D03_t002/gt_pose.npz,data/pose_and_action/yja/E02/danger/D03_bed_exit_fall/yja_E02_D03_t002/original_video.mp4
yja_E02_D03_t003,yja,E02,pose_and_action,14,D03,bed_exit_fall,danger,2,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/danger/D03_bed_exit_fall/yja_E02_D03_t003/csi.csv,data/pose_and_action/yja/E02/danger/D03_bed_exit_fall/yja_E02_D03_t003/gt_pose.npz,data/pose_and_action/yja/E02/danger/D03_bed_exit_fall/yja_E02_D03_t003/original_video.mp4
yja_E02_D03_t004,yja,E02,pose_and_action,14,D03,bed_exit_fall,danger,2,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/danger/D03_bed_exit_fall/yja_E02_D03_t004/csi.csv,data/pose_and_action/yja/E02/danger/D03_bed_exit_fall/yja_E02_D03_t004/gt_pose.npz,data/pose_and_action/yja/E02/danger/D03_bed_exit_fall/yja_E02_D03_t004/original_video.mp4
yja_E02_D03_t005,yja,E02,pose_and_action,14,D03,bed_exit_fall,danger,2,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/danger/D03_bed_exit_fall/yja_E02_D03_t005/csi.csv,data/pose_and_action/yja/E02/danger/D03_bed_exit_fall/yja_E02_D03_t005/gt_pose.npz,data/pose_and_action/yja/E02/danger/D03_bed_exit_fall/yja_E02_D03_t005/original_video.mp4
yja_E02_D03_t006,yja,E02,pose_and_action,14,D03,bed_exit_fall,danger,2,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/danger/D03_bed_exit_fall/yja_E02_D03_t006/csi.csv,data/pose_and_action/yja/E02/danger/D03_bed_exit_fall/yja_E02_D03_t006/gt_pose.npz,data/pose_and_action/yja/E02/danger/D03_bed_exit_fall/yja_E02_D03_t006/original_video.mp4
yja_E02_D03_t007,yja,E02,pose_and_action,14,D03,bed_exit_fall,danger,2,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/danger/D03_bed_exit_fall/yja_E02_D03_t007/csi.csv,data/pose_and_action/yja/E02/danger/D03_bed_exit_fall/yja_E02_D03_t007/gt_pose.npz,data/pose_and_action/yja/E02/danger/D03_bed_exit_fall/yja_E02_D03_t007/original_video.mp4
yja_E02_D03_t008,yja,E02,pose_and_action,14,D03,bed_exit_fall,danger,2,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/danger/D03_bed_exit_fall/yja_E02_D03_t008/csi.csv,data/pose_and_action/yja/E02/danger/D03_bed_exit_fall/yja_E02_D03_t008/gt_pose.npz,data/pose_and_action/yja/E02/danger/D03_bed_exit_fall/yja_E02_D03_t008/original_video.mp4
yja_E02_D03_t009,yja,E02,pose_and_action,14,D03,bed_exit_fall,danger,2,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/danger/D03_bed_exit_fall/yja_E02_D03_t009/csi.csv,data/pose_and_action/yja/E02/danger/D03_bed_exit_fall/yja_E02_D03_t009/gt_pose.npz,data/pose_and_action/yja/E02/danger/D03_bed_exit_fall/yja_E02_D03_t009/original_video.mp4
yja_E02_D03_t010,yja,E02,pose_and_action,14,D03,bed_exit_fall,danger,2,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/danger/D03_bed_exit_fall/yja_E02_D03_t010/csi.csv,data/pose_and_action/yja/E02/danger/D03_bed_exit_fall/yja_E02_D03_t010/gt_pose.npz,data/pose_and_action/yja/E02/danger/D03_bed_exit_fall/yja_E02_D03_t010/original_video.mp4
yja_E02_D04_t001,yja,E02,pose_and_action,15,D04,bed_fall,danger,2,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/danger/D04_bed_fall/yja_E02_D04_t001/csi.csv,data/pose_and_action/yja/E02/danger/D04_bed_fall/yja_E02_D04_t001/gt_pose.npz,data/pose_and_action/yja/E02/danger/D04_bed_fall/yja_E02_D04_t001/original_video.mp4
yja_E02_D04_t002,yja,E02,pose_and_action,15,D04,bed_fall,danger,2,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/danger/D04_bed_fall/yja_E02_D04_t002/csi.csv,data/pose_and_action/yja/E02/danger/D04_bed_fall/yja_E02_D04_t002/gt_pose.npz,data/pose_and_action/yja/E02/danger/D04_bed_fall/yja_E02_D04_t002/original_video.mp4
yja_E02_D04_t003,yja,E02,pose_and_action,15,D04,bed_fall,danger,2,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/danger/D04_bed_fall/yja_E02_D04_t003/csi.csv,data/pose_and_action/yja/E02/danger/D04_bed_fall/yja_E02_D04_t003/gt_pose.npz,data/pose_and_action/yja/E02/danger/D04_bed_fall/yja_E02_D04_t003/original_video.mp4
yja_E02_D04_t004,yja,E02,pose_and_action,15,D04,bed_fall,danger,2,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/danger/D04_bed_fall/yja_E02_D04_t004/csi.csv,data/pose_and_action/yja/E02/danger/D04_bed_fall/yja_E02_D04_t004/gt_pose.npz,data/pose_and_action/yja/E02/danger/D04_bed_fall/yja_E02_D04_t004/original_video.mp4
yja_E02_D04_t005,yja,E02,pose_and_action,15,D04,bed_fall,danger,2,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/danger/D04_bed_fall/yja_E02_D04_t005/csi.csv,data/pose_and_action/yja/E02/danger/D04_bed_fall/yja_E02_D04_t005/gt_pose.npz,data/pose_and_action/yja/E02/danger/D04_bed_fall/yja_E02_D04_t005/original_video.mp4
yja_E02_D04_t006,yja,E02,pose_and_action,15,D04,bed_fall,danger,2,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/danger/D04_bed_fall/yja_E02_D04_t006/csi.csv,data/pose_and_action/yja/E02/danger/D04_bed_fall/yja_E02_D04_t006/gt_pose.npz,data/pose_and_action/yja/E02/danger/D04_bed_fall/yja_E02_D04_t006/original_video.mp4
yja_E02_D04_t007,yja,E02,pose_and_action,15,D04,bed_fall,danger,2,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/danger/D04_bed_fall/yja_E02_D04_t007/csi.csv,data/pose_and_action/yja/E02/danger/D04_bed_fall/yja_E02_D04_t007/gt_pose.npz,data/pose_and_action/yja/E02/danger/D04_bed_fall/yja_E02_D04_t007/original_video.mp4
yja_E02_D04_t008,yja,E02,pose_and_action,15,D04,bed_fall,danger,2,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/danger/D04_bed_fall/yja_E02_D04_t008/csi.csv,data/pose_and_action/yja/E02/danger/D04_bed_fall/yja_E02_D04_t008/gt_pose.npz,data/pose_and_action/yja/E02/danger/D04_bed_fall/yja_E02_D04_t008/original_video.mp4
yja_E02_D04_t009,yja,E02,pose_and_action,15,D04,bed_fall,danger,2,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/danger/D04_bed_fall/yja_E02_D04_t009/csi.csv,data/pose_and_action/yja/E02/danger/D04_bed_fall/yja_E02_D04_t009/gt_pose.npz,data/pose_and_action/yja/E02/danger/D04_bed_fall/yja_E02_D04_t009/original_video.mp4
yja_E02_D04_t010,yja,E02,pose_and_action,15,D04,bed_fall,danger,2,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/danger/D04_bed_fall/yja_E02_D04_t010/csi.csv,data/pose_and_action/yja/E02/danger/D04_bed_fall/yja_E02_D04_t010/gt_pose.npz,data/pose_and_action/yja/E02/danger/D04_bed_fall/yja_E02_D04_t010/original_video.mp4
yja_E02_D05_t001,yja,E02,pose_and_action,16,D05,chair_exit_fall,danger,2,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/danger/D05_chair_exit_fall/yja_E02_D05_t001/csi.csv,data/pose_and_action/yja/E02/danger/D05_chair_exit_fall/yja_E02_D05_t001/gt_pose.npz,data/pose_and_action/yja/E02/danger/D05_chair_exit_fall/yja_E02_D05_t001/original_video.mp4
yja_E02_D05_t002,yja,E02,pose_and_action,16,D05,chair_exit_fall,danger,2,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/danger/D05_chair_exit_fall/yja_E02_D05_t002/csi.csv,data/pose_and_action/yja/E02/danger/D05_chair_exit_fall/yja_E02_D05_t002/gt_pose.npz,data/pose_and_action/yja/E02/danger/D05_chair_exit_fall/yja_E02_D05_t002/original_video.mp4
yja_E02_D05_t003,yja,E02,pose_and_action,16,D05,chair_exit_fall,danger,2,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/danger/D05_chair_exit_fall/yja_E02_D05_t003/csi.csv,data/pose_and_action/yja/E02/danger/D05_chair_exit_fall/yja_E02_D05_t003/gt_pose.npz,data/pose_and_action/yja/E02/danger/D05_chair_exit_fall/yja_E02_D05_t003/original_video.mp4
yja_E02_D05_t004,yja,E02,pose_and_action,16,D05,chair_exit_fall,danger,2,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/danger/D05_chair_exit_fall/yja_E02_D05_t004/csi.csv,data/pose_and_action/yja/E02/danger/D05_chair_exit_fall/yja_E02_D05_t004/gt_pose.npz,data/pose_and_action/yja/E02/danger/D05_chair_exit_fall/yja_E02_D05_t004/original_video.mp4
yja_E02_D05_t005,yja,E02,pose_and_action,16,D05,chair_exit_fall,danger,2,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/danger/D05_chair_exit_fall/yja_E02_D05_t005/csi.csv,data/pose_and_action/yja/E02/danger/D05_chair_exit_fall/yja_E02_D05_t005/gt_pose.npz,data/pose_and_action/yja/E02/danger/D05_chair_exit_fall/yja_E02_D05_t005/original_video.mp4
yja_E02_D05_t006,yja,E02,pose_and_action,16,D05,chair_exit_fall,danger,2,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/danger/D05_chair_exit_fall/yja_E02_D05_t006/csi.csv,data/pose_and_action/yja/E02/danger/D05_chair_exit_fall/yja_E02_D05_t006/gt_pose.npz,data/pose_and_action/yja/E02/danger/D05_chair_exit_fall/yja_E02_D05_t006/original_video.mp4
yja_E02_D05_t007,yja,E02,pose_and_action,16,D05,chair_exit_fall,danger,2,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/danger/D05_chair_exit_fall/yja_E02_D05_t007/csi.csv,data/pose_and_action/yja/E02/danger/D05_chair_exit_fall/yja_E02_D05_t007/gt_pose.npz,data/pose_and_action/yja/E02/danger/D05_chair_exit_fall/yja_E02_D05_t007/original_video.mp4
yja_E02_D05_t008,yja,E02,pose_and_action,16,D05,chair_exit_fall,danger,2,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/danger/D05_chair_exit_fall/yja_E02_D05_t008/csi.csv,data/pose_and_action/yja/E02/danger/D05_chair_exit_fall/yja_E02_D05_t008/gt_pose.npz,data/pose_and_action/yja/E02/danger/D05_chair_exit_fall/yja_E02_D05_t008/original_video.mp4
yja_E02_D05_t009,yja,E02,pose_and_action,16,D05,chair_exit_fall,danger,2,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/danger/D05_chair_exit_fall/yja_E02_D05_t009/csi.csv,data/pose_and_action/yja/E02/danger/D05_chair_exit_fall/yja_E02_D05_t009/gt_pose.npz,data/pose_and_action/yja/E02/danger/D05_chair_exit_fall/yja_E02_D05_t009/original_video.mp4
yja_E02_D05_t010,yja,E02,pose_and_action,16,D05,chair_exit_fall,danger,2,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/danger/D05_chair_exit_fall/yja_E02_D05_t010/csi.csv,data/pose_and_action/yja/E02/danger/D05_chair_exit_fall/yja_E02_D05_t010/gt_pose.npz,data/pose_and_action/yja/E02/danger/D05_chair_exit_fall/yja_E02_D05_t010/original_video.mp4
yja_E02_S01_t001,yja,E02,pose_and_action,0,S01,walking,safe,0,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/safe/S01_walking/yja_E02_S01_t001/csi.csv,data/pose_and_action/yja/E02/safe/S01_walking/yja_E02_S01_t001/gt_pose.npz,data/pose_and_action/yja/E02/safe/S01_walking/yja_E02_S01_t001/original_video.mp4
yja_E02_S01_t002,yja,E02,pose_and_action,0,S01,walking,safe,0,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/safe/S01_walking/yja_E02_S01_t002/csi.csv,data/pose_and_action/yja/E02/safe/S01_walking/yja_E02_S01_t002/gt_pose.npz,data/pose_and_action/yja/E02/safe/S01_walking/yja_E02_S01_t002/original_video.mp4
yja_E02_S01_t003,yja,E02,pose_and_action,0,S01,walking,safe,0,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/safe/S01_walking/yja_E02_S01_t003/csi.csv,data/pose_and_action/yja/E02/safe/S01_walking/yja_E02_S01_t003/gt_pose.npz,data/pose_and_action/yja/E02/safe/S01_walking/yja_E02_S01_t003/original_video.mp4
yja_E02_S01_t004,yja,E02,pose_and_action,0,S01,walking,safe,0,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/safe/S01_walking/yja_E02_S01_t004/csi.csv,data/pose_and_action/yja/E02/safe/S01_walking/yja_E02_S01_t004/gt_pose.npz,data/pose_and_action/yja/E02/safe/S01_walking/yja_E02_S01_t004/original_video.mp4
yja_E02_S01_t005,yja,E02,pose_and_action,0,S01,walking,safe,0,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/safe/S01_walking/yja_E02_S01_t005/csi.csv,data/pose_and_action/yja/E02/safe/S01_walking/yja_E02_S01_t005/gt_pose.npz,data/pose_and_action/yja/E02/safe/S01_walking/yja_E02_S01_t005/original_video.mp4
yja_E02_S01_t006,yja,E02,pose_and_action,0,S01,walking,safe,0,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/safe/S01_walking/yja_E02_S01_t006/csi.csv,data/pose_and_action/yja/E02/safe/S01_walking/yja_E02_S01_t006/gt_pose.npz,data/pose_and_action/yja/E02/safe/S01_walking/yja_E02_S01_t006/original_video.mp4
yja_E02_S01_t007,yja,E02,pose_and_action,0,S01,walking,safe,0,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/safe/S01_walking/yja_E02_S01_t007/csi.csv,data/pose_and_action/yja/E02/safe/S01_walking/yja_E02_S01_t007/gt_pose.npz,data/pose_and_action/yja/E02/safe/S01_walking/yja_E02_S01_t007/original_video.mp4
yja_E02_S01_t008,yja,E02,pose_and_action,0,S01,walking,safe,0,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/safe/S01_walking/yja_E02_S01_t008/csi.csv,data/pose_and_action/yja/E02/safe/S01_walking/yja_E02_S01_t008/gt_pose.npz,data/pose_and_action/yja/E02/safe/S01_walking/yja_E02_S01_t008/original_video.mp4
yja_E02_S01_t009,yja,E02,pose_and_action,0,S01,walking,safe,0,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/safe/S01_walking/yja_E02_S01_t009/csi.csv,data/pose_and_action/yja/E02/safe/S01_walking/yja_E02_S01_t009/gt_pose.npz,data/pose_and_action/yja/E02/safe/S01_walking/yja_E02_S01_t009/original_video.mp4
yja_E02_S01_t010,yja,E02,pose_and_action,0,S01,walking,safe,0,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/safe/S01_walking/yja_E02_S01_t010/csi.csv,data/pose_and_action/yja/E02/safe/S01_walking/yja_E02_S01_t010/gt_pose.npz,data/pose_and_action/yja/E02/safe/S01_walking/yja_E02_S01_t010/original_video.mp4
yja_E02_S01_t011,yja,E02,pose_and_action,0,S01,walking,safe,0,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/safe/S01_walking/yja_E02_S01_t011/csi.csv,data/pose_and_action/yja/E02/safe/S01_walking/yja_E02_S01_t011/gt_pose.npz,data/pose_and_action/yja/E02/safe/S01_walking/yja_E02_S01_t011/original_video.mp4
yja_E02_S01_t012,yja,E02,pose_and_action,0,S01,walking,safe,0,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/safe/S01_walking/yja_E02_S01_t012/csi.csv,data/pose_and_action/yja/E02/safe/S01_walking/yja_E02_S01_t012/gt_pose.npz,data/pose_and_action/yja/E02/safe/S01_walking/yja_E02_S01_t012/original_video.mp4
yja_E02_S01_t013,yja,E02,pose_and_action,0,S01,walking,safe,0,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/safe/S01_walking/yja_E02_S01_t013/csi.csv,data/pose_and_action/yja/E02/safe/S01_walking/yja_E02_S01_t013/gt_pose.npz,data/pose_and_action/yja/E02/safe/S01_walking/yja_E02_S01_t013/original_video.mp4
yja_E02_S01_t014,yja,E02,pose_and_action,0,S01,walking,safe,0,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/safe/S01_walking/yja_E02_S01_t014/csi.csv,data/pose_and_action/yja/E02/safe/S01_walking/yja_E02_S01_t014/gt_pose.npz,data/pose_and_action/yja/E02/safe/S01_walking/yja_E02_S01_t014/original_video.mp4
yja_E02_S01_t015,yja,E02,pose_and_action,0,S01,walking,safe,0,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/safe/S01_walking/yja_E02_S01_t015/csi.csv,data/pose_and_action/yja/E02/safe/S01_walking/yja_E02_S01_t015/gt_pose.npz,data/pose_and_action/yja/E02/safe/S01_walking/yja_E02_S01_t015/original_video.mp4
yja_E02_S01_t016,yja,E02,pose_and_action,0,S01,walking,safe,0,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/safe/S01_walking/yja_E02_S01_t016/csi.csv,data/pose_and_action/yja/E02/safe/S01_walking/yja_E02_S01_t016/gt_pose.npz,data/pose_and_action/yja/E02/safe/S01_walking/yja_E02_S01_t016/original_video.mp4
yja_E02_S01_t017,yja,E02,pose_and_action,0,S01,walking,safe,0,gvhmr_smpl_full_v1,3,timestamps,data/pose_and_action/yja/E02/safe/S01_walking/yja_E02_S01_t017/csi.csv,data/pose_and_action/yja/E02/safe/S01_walking/yja_E02_S01_t017/gt_pose.npz,data/pose_and_action/yja/E02/safe/S01_walking/yja_E02_S01_t017/original_video.mp4
